Folder,Dialogue_ID,Utterance_ID,Emotion,Emotion_Guess
test,251,2,neu,hap
test,251,4,neu,hap
test,252,0,ang,hap
test,252,10,sad,neu
test,252,11,sad,neu
test,252,12,neu,hap
test,252,13,sad,hap
test,252,14,neu,hap
test,252,15,neu,hap
test,252,16,neu,hap
test,252,18,neu,hap
test,252,1,ang,hap
test,252,2,ang,neu
test,252,3,ang,hap
test,252,4,ang,hap
test,252,5,ang,hap
test,252,6,ang,hap
test,252,8,neu,hap
test,252,9,neu,hap
test,253,0,hap,hap
test,253,10,hap,hap
test,253,11,neu,hap
test,253,12,neu,hap
test,253,1,neu,hap
test,253,2,sad,hap
test,253,3,neu,hap
test,253,5,neu,hap
test,253,6,hap,hap
test,253,8,neu,hap
test,253,9,neu,hap
test,254,0,neu,hap
test,254,10,neu,neu
test,254,12,neu,hap
test,254,13,hap,hap
test,254,15,ang,neu
test,254,16,neu,hap
test,254,17,neu,neu
test,254,1,neu,neu
test,254,4,neu,hap
test,254,5,ang,hap
test,254,6,ang,hap
test,254,8,neu,neu
test,254,9,neu,hap
test,255,0,ang,neu
test,255,1,hap,hap
test,255,2,neu,hap
test,255,3,neu,hap
test,255,4,hap,neu
test,255,6,neu,hap
test,255,7,hap,hap
test,255,8,sad,hap
test,256,0,hap,hap
test,256,1,neu,hap
test,257,0,neu,hap
test,257,2,neu,hap
test,257,3,neu,hap
test,257,4,hap,hap
test,258,0,neu,hap
test,258,10,neu,hap
test,258,11,hap,hap
test,258,12,hap,hap
test,258,1,neu,hap
test,258,2,neu,hap
test,258,3,neu,hap
test,258,4,neu,hap
test,258,5,neu,neu
test,258,6,neu,hap
test,258,7,neu,neu
test,258,8,neu,hap
test,258,9,hap,hap
test,259,11,ang,hap
test,259,12,ang,hap
test,259,13,ang,hap
test,259,14,neu,hap
test,259,15,ang,neu
test,259,1,neu,hap
test,259,2,hap,hap
test,259,3,hap,hap
test,259,4,ang,hap
test,259,5,neu,hap
test,259,6,ang,hap
test,259,7,neu,hap
test,259,8,neu,hap
test,25,0,neu,hap
test,25,10,ang,hap
test,25,11,neu,neu
test,25,12,neu,hap
test,25,13,neu,hap
test,25,14,neu,hap
test,25,15,neu,neu
test,25,16,ang,neu
test,25,1,neu,hap
test,25,2,sad,neu
test,25,3,neu,neu
test,25,4,ang,neu
test,25,6,hap,neu
test,25,7,neu,hap
test,25,8,ang,hap
test,25,9,neu,hap
test,260,0,hap,hap
test,260,10,ang,hap
test,260,1,hap,hap
test,260,2,neu,hap
test,260,3,hap,neu
test,260,5,neu,hap
test,260,6,ang,hap
test,260,7,neu,neu
test,260,8,ang,hap
test,260,9,hap,hap
test,261,1,hap,hap
test,261,2,hap,neu
test,261,3,neu,hap
test,261,4,hap,neu
test,261,5,neu,hap
test,261,6,neu,neu
test,261,7,neu,hap
test,261,8,neu,neu
test,262,0,neu,neu
test,262,10,neu,hap
test,262,11,neu,hap
test,262,12,neu,hap
test,262,13,neu,neu
test,262,14,neu,hap
test,262,15,hap,hap
test,262,1,hap,hap
test,262,2,hap,neu
test,262,4,neu,neu
test,262,5,hap,neu
test,262,6,hap,hap
test,262,7,hap,hap
test,262,8,neu,neu
test,262,9,neu,hap
test,263,0,neu,hap
test,263,1,neu,hap
test,263,2,neu,hap
test,263,3,neu,neu
test,263,5,sad,hap
test,263,6,hap,hap
test,263,7,sad,hap
test,263,8,neu,hap
test,263,9,sad,hap
test,264,0,ang,hap
test,264,1,ang,hap
test,264,3,neu,hap
test,265,1,hap,hap
test,266,0,neu,hap
test,266,10,hap,hap
test,266,14,hap,hap
test,266,15,ang,hap
test,266,16,hap,hap
test,266,1,neu,neu
test,266,2,neu,hap
test,266,3,neu,hap
test,266,4,neu,hap
test,266,5,neu,hap
test,266,6,neu,hap
test,266,7,neu,hap
test,266,8,hap,hap
test,266,9,neu,hap
test,267,0,neu,hap
test,267,10,neu,neu
test,267,1,neu,hap
test,267,2,neu,hap
test,267,3,sad,hap
test,267,4,neu,hap
test,267,6,neu,hap
test,267,7,neu,hap
test,267,8,sad,hap
test,267,9,neu,hap
test,268,10,ang,hap
test,268,11,neu,hap
test,268,12,neu,hap
test,268,13,neu,neu
test,268,3,neu,neu
test,268,4,neu,neu
test,268,5,neu,neu
test,268,6,neu,hap
test,268,7,neu,hap
test,268,8,neu,hap
test,268,9,neu,hap
test,269,0,neu,hap
test,269,1,ang,hap
test,269,2,hap,hap
test,269,3,hap,hap
test,269,4,neu,hap
test,26,0,hap,hap
test,270,0,neu,neu
test,270,10,hap,hap
test,270,11,neu,hap
test,270,13,hap,hap
test,270,1,neu,hap
test,270,2,neu,neu
test,270,3,neu,hap
test,270,4,neu,hap
test,270,5,neu,hap
test,270,6,neu,hap
test,270,7,neu,hap
test,270,9,neu,hap
test,271,0,neu,hap
test,271,1,neu,hap
test,271,2,neu,hap
test,271,5,neu,hap
test,272,0,neu,hap
test,272,1,neu,neu
test,272,2,neu,hap
test,272,3,neu,hap
test,272,5,ang,hap
test,273,0,neu,neu
test,273,2,neu,neu
test,273,3,neu,hap
test,274,0,neu,hap
test,274,1,neu,hap
test,274,2,ang,hap
test,274,3,hap,hap
test,274,4,hap,neu
test,275,0,neu,hap
test,275,1,neu,hap
test,275,2,neu,neu
test,275,3,neu,hap
test,276,0,neu,hap
test,277,0,sad,hap
test,278,10,neu,hap
test,278,11,hap,hap
test,278,12,neu,hap
test,278,13,hap,hap
test,278,14,neu,hap
test,278,15,neu,hap
test,278,16,neu,hap
test,278,2,neu,hap
test,278,3,hap,hap
test,278,4,neu,hap
test,278,6,neu,hap
test,278,8,sad,hap
test,278,9,hap,neu
test,279,0,ang,hap
test,279,10,ang,hap
test,279,11,neu,hap
test,279,13,neu,hap
test,279,14,neu,hap
test,279,15,neu,hap
test,279,1,ang,neu
test,279,2,ang,hap
test,279,3,ang,hap
test,279,4,ang,hap
test,279,5,neu,hap
test,279,6,neu,hap
test,279,7,ang,hap
test,279,8,neu,neu
test,279,9,neu,hap
test,27,0,hap,hap
test,27,1,neu,hap
test,28,0,neu,hap
test,28,10,neu,hap
test,28,11,neu,hap
test,28,12,neu,hap
test,28,13,neu,hap
test,28,14,hap,hap
test,28,15,ang,neu
test,28,16,neu,hap
test,28,1,hap,hap
test,28,2,neu,hap
test,28,3,sad,hap
test,28,4,neu,hap
test,28,5,neu,hap
test,28,6,neu,hap
test,28,7,hap,hap
test,28,8,neu,hap
test,28,9,sad,neu
test,29,0,neu,hap
test,29,11,hap,hap
test,29,12,hap,neu
test,29,2,neu,hap
test,29,7,hap,hap
test,29,8,neu,hap
test,29,9,neu,hap
test,2,0,neu,neu
test,2,10,neu,hap
test,2,1,neu,hap
test,2,2,sad,hap
test,2,4,ang,hap
test,2,5,ang,hap
test,2,6,ang,hap
test,2,7,hap,hap
test,2,8,hap,hap
test,2,9,neu,hap
test,30,1,hap,hap
test,30,2,hap,hap
test,30,3,hap,hap
test,31,0,neu,hap
test,32,10,sad,neu
test,32,11,sad,neu
test,32,12,hap,hap
test,32,1,hap,hap
test,32,2,neu,hap
test,32,3,neu,neu
test,32,4,neu,hap
test,32,5,sad,hap
test,32,6,neu,hap
test,32,7,neu,hap
test,32,9,sad,hap
test,33,0,sad,hap
test,33,10,ang,hap
test,33,1,ang,hap
test,33,2,neu,hap
test,33,3,neu,hap
test,33,5,sad,hap
test,33,6,sad,hap
test,33,7,neu,hap
test,33,8,neu,hap
test,33,9,ang,hap
test,34,0,neu,hap
test,34,10,neu,hap
test,34,11,neu,hap
test,34,14,ang,hap
test,34,15,ang,hap
test,34,16,neu,hap
test,34,17,ang,hap
test,34,18,ang,neu
test,34,2,hap,hap
test,34,4,ang,hap
test,34,7,ang,hap
test,34,8,neu,hap
test,34,9,neu,hap
test,35,0,neu,hap
test,35,1,hap,neu
test,35,2,neu,hap
test,35,3,neu,neu
test,35,4,neu,hap
test,36,0,neu,neu
test,36,1,ang,hap
test,37,0,ang,hap
test,37,1,neu,hap
test,37,2,ang,hap
test,37,4,ang,hap
test,37,5,neu,hap
test,37,6,ang,neu
test,37,7,ang,hap
test,38,0,hap,hap
test,38,1,hap,hap
test,38,2,neu,hap
test,38,3,hap,hap
test,39,0,neu,hap
test,39,10,neu,hap
test,39,11,neu,hap
test,39,1,neu,hap
test,39,2,neu,hap
test,39,3,neu,hap
test,39,4,neu,hap
test,39,5,neu,hap
test,39,6,hap,hap
test,39,7,neu,hap
test,39,8,neu,hap
test,3,0,neu,neu
test,3,2,neu,hap
test,3,3,neu,hap
test,3,4,ang,hap
test,3,6,neu,hap
test,40,0,hap,hap
test,40,1,neu,hap
test,41,0,neu,hap
test,41,10,sad,hap
test,41,11,sad,hap
test,41,12,neu,hap
test,41,1,ang,hap
test,41,2,ang,hap
test,41,4,ang,hap
test,41,7,neu,hap
test,42,0,hap,neu
test,42,1,sad,neu
test,42,2,neu,hap
test,42,4,neu,neu
test,42,6,hap,neu
test,42,8,neu,hap
test,43,0,neu,hap
test,43,1,neu,hap
test,43,2,neu,neu
test,43,3,neu,neu
test,43,4,neu,hap
test,43,5,neu,hap
test,43,6,neu,neu
test,44,0,neu,hap
test,44,1,neu,hap
test,44,2,hap,hap
test,44,3,neu,hap
test,45,0,ang,hap
test,45,1,neu,hap
test,45,2,neu,hap
test,45,4,hap,hap
test,45,5,hap,hap
test,45,6,ang,hap
test,45,7,neu,hap
test,45,8,neu,hap
test,46,0,hap,hap
test,46,1,hap,hap
test,46,2,hap,hap
test,46,3,hap,hap
test,46,4,hap,hap
test,46,5,hap,hap
test,46,6,neu,hap
test,46,7,hap,hap
test,46,8,hap,hap
test,47,0,sad,hap
test,47,10,neu,neu
test,47,11,neu,hap
test,47,12,neu,hap
test,47,13,neu,hap
test,47,1,sad,hap
test,47,2,sad,hap
test,47,3,neu,hap
test,47,4,neu,hap
test,47,5,neu,hap
test,47,6,sad,hap
test,47,7,neu,neu
test,47,8,neu,neu
test,47,9,neu,neu
test,48,0,neu,hap
test,48,1,neu,hap
test,48,2,neu,hap
test,48,3,hap,neu
test,48,4,hap,hap
test,48,5,hap,hap
test,48,6,hap,neu
test,49,0,hap,hap
test,49,10,neu,hap
test,49,11,hap,hap
test,49,13,neu,hap
test,49,14,hap,hap
test,49,15,neu,hap
test,49,16,neu,hap
test,49,1,hap,hap
test,49,2,neu,neu
test,49,3,neu,hap
test,49,4,neu,hap
test,49,5,neu,hap
test,49,6,neu,hap
test,49,7,neu,hap
test,49,8,neu,hap
test,49,9,hap,hap
test,4,1,neu,hap
test,4,4,neu,hap
test,4,7,ang,hap
test,4,8,neu,hap
test,50,0,neu,hap
test,50,1,neu,hap
test,50,3,neu,hap
test,51,0,hap,neu
test,51,1,hap,neu
test,51,2,neu,neu
test,52,0,neu,neu
test,52,10,ang,hap
test,52,11,ang,hap
test,52,2,neu,hap
test,52,4,neu,hap
test,52,5,neu,hap
test,52,6,neu,hap
test,52,9,neu,hap
test,53,10,neu,hap
test,53,11,hap,neu
test,53,12,hap,hap
test,53,1,neu,neu
test,53,2,hap,hap
test,53,3,hap,hap
test,53,4,hap,hap
test,53,5,neu,hap
test,53,6,sad,hap
test,53,7,sad,hap
test,53,9,hap,hap
test,54,0,neu,hap
test,54,10,sad,hap
test,54,11,sad,hap
test,54,1,neu,hap
test,54,2,neu,hap
test,54,3,ang,hap
test,54,4,neu,hap
test,54,6,neu,neu
test,54,7,ang,hap
test,54,8,neu,hap
test,54,9,neu,hap
test,55,0,neu,hap
test,55,1,neu,hap
test,55,2,hap,hap
test,56,0,sad,hap
test,56,11,hap,neu
test,56,1,neu,hap
test,56,2,hap,neu
test,56,3,neu,neu
test,56,4,ang,neu
test,56,5,hap,hap
test,56,6,neu,hap
test,56,7,hap,hap
test,56,8,hap,hap
test,56,9,neu,hap
test,57,0,neu,hap
test,57,1,hap,hap
test,57,2,hap,hap
test,57,3,neu,neu
test,57,4,hap,hap
test,58,0,hap,neu
test,58,10,sad,neu
test,58,11,neu,hap
test,58,12,hap,hap
test,58,13,hap,hap
test,58,14,neu,hap
test,58,15,neu,hap
test,58,16,sad,hap
test,58,1,hap,hap
test,58,2,hap,hap
test,58,3,hap,hap
test,58,4,neu,hap
test,58,5,neu,hap
test,58,6,neu,hap
test,58,9,sad,hap
test,59,0,neu,hap
test,59,1,neu,hap
test,59,2,ang,hap
test,5,0,ang,hap
test,5,1,neu,hap
test,5,2,neu,neu
test,5,3,neu,hap
test,5,4,neu,hap
test,5,5,neu,hap
test,5,6,neu,hap
test,5,7,neu,hap
test,5,8,neu,neu
test,60,1,neu,hap
test,60,2,hap,hap
test,60,4,sad,hap
test,60,5,ang,hap
test,60,6,ang,hap
test,62,0,neu,hap
test,62,1,ang,hap
test,63,0,neu,hap
test,63,1,neu,hap
test,64,0,ang,hap
test,64,10,neu,hap
test,64,11,neu,hap
test,64,12,sad,hap
test,64,13,neu,neu
test,64,15,neu,hap
test,64,16,neu,neu
test,64,1,neu,hap
test,64,2,ang,hap
test,64,3,ang,neu
test,64,4,ang,hap
test,64,5,neu,hap
test,64,6,neu,neu
test,64,7,neu,neu
test,64,8,neu,neu
test,64,9,neu,neu
test,65,0,neu,hap
test,65,1,neu,hap
test,65,2,neu,hap
test,65,5,neu,neu
test,65,6,ang,hap
test,65,7,neu,hap
test,65,8,neu,hap
test,65,9,ang,hap
test,66,0,neu,neu
test,66,1,hap,neu
test,66,2,hap,neu
test,66,3,neu,hap
test,66,4,hap,hap
test,67,0,neu,hap
test,67,1,neu,hap
test,67,2,neu,hap
test,67,3,hap,hap
test,68,0,ang,hap
test,68,10,neu,neu
test,68,11,ang,hap
test,68,12,hap,hap
test,68,13,hap,neu
test,68,14,neu,neu
test,68,1,ang,hap
test,68,2,neu,hap
test,68,3,sad,hap
test,68,4,neu,hap
test,68,5,ang,hap
test,68,6,neu,hap
test,68,7,hap,hap
test,68,8,neu,neu
test,68,9,hap,hap
test,69,0,ang,hap
test,69,1,ang,hap
test,69,2,neu,neu
test,69,3,neu,hap
test,69,4,neu,hap
test,69,5,hap,neu
test,6,0,neu,hap
test,6,1,neu,hap
test,70,0,neu,hap
test,70,11,ang,hap
test,70,12,ang,hap
test,70,13,ang,neu
test,70,14,ang,hap
test,70,15,sad,hap
test,70,16,sad,hap
test,70,17,hap,hap
test,70,18,neu,hap
test,70,19,neu,hap
test,70,1,neu,hap
test,70,20,neu,hap
test,70,21,neu,hap
test,70,22,hap,hap
test,70,2,neu,hap
test,70,3,neu,hap
test,70,4,neu,hap
test,70,5,neu,hap
test,70,6,neu,neu
test,70,7,neu,hap
test,70,8,sad,hap
test,71,0,hap,hap
test,71,10,neu,hap
test,71,11,neu,hap
test,71,12,hap,hap
test,71,1,neu,hap
test,71,2,hap,hap
test,71,4,hap,hap
test,71,7,neu,hap
test,71,8,neu,hap
test,71,9,neu,hap
test,72,0,neu,hap
test,72,10,ang,hap
test,72,11,ang,hap
test,72,12,neu,hap
test,72,13,ang,hap
test,72,14,neu,hap
test,72,15,neu,hap
test,72,1,hap,hap
test,72,2,ang,hap
test,72,3,ang,hap
test,72,4,ang,neu
test,72,5,ang,hap
test,72,6,ang,hap
test,72,7,ang,hap
test,72,8,ang,hap
test,72,9,ang,hap
test,73,10,ang,hap
test,73,1,neu,hap
test,73,2,ang,hap
test,73,3,neu,neu
test,73,4,neu,neu
test,73,5,neu,neu
test,73,6,neu,hap
test,73,7,hap,neu
test,73,8,ang,hap
test,73,9,neu,hap
test,74,0,hap,hap
test,74,1,neu,hap
test,74,2,neu,neu
test,74,3,neu,hap
test,74,4,neu,hap
test,75,0,neu,neu
test,75,1,neu,neu
test,75,2,neu,hap
test,75,3,neu,neu
test,75,4,ang,hap
test,75,5,neu,hap
test,76,0,neu,neu
test,76,10,neu,hap
test,76,11,neu,hap
test,76,12,neu,hap
test,76,13,neu,hap
test,76,14,neu,hap
test,76,15,neu,hap
test,76,16,hap,hap
test,76,17,neu,hap
test,76,18,hap,hap
test,76,1,neu,hap
test,76,2,neu,hap
test,76,3,neu,hap
test,76,4,neu,hap
test,76,5,neu,hap
test,76,6,neu,hap
test,76,7,neu,hap
test,76,9,neu,hap
test,77,1,neu,hap
test,77,2,ang,hap
test,77,3,ang,hap
test,77,4,sad,neu
test,78,0,sad,hap
test,78,1,neu,hap
test,78,2,neu,neu
test,78,3,neu,neu
test,78,4,neu,hap
test,78,5,neu,neu
test,78,6,neu,hap
test,78,7,hap,hap
test,78,8,hap,hap
test,78,9,hap,hap
test,79,0,neu,hap
test,79,1,neu,hap
test,7,0,neu,hap
test,7,1,neu,neu
test,7,2,neu,hap
test,7,3,neu,hap
test,7,5,neu,hap
test,7,7,neu,hap
test,7,8,neu,hap
test,80,0,ang,hap
test,80,1,ang,neu
test,80,3,ang,hap
test,80,4,ang,hap
test,80,5,neu,hap
test,80,6,neu,hap
test,80,7,ang,hap
test,80,8,neu,neu
test,80,9,neu,hap
test,81,0,hap,hap
test,81,1,neu,hap
test,82,0,neu,hap
test,83,0,neu,hap
test,83,10,ang,hap
test,83,1,neu,hap
test,83,2,neu,hap
test,83,3,neu,neu
test,83,4,hap,neu
test,83,5,ang,hap
test,83,7,sad,hap
test,83,8,neu,hap
test,83,9,sad,hap
test,84,0,ang,hap
test,84,1,ang,neu
test,84,2,sad,hap
test,85,0,neu,neu
test,85,2,ang,hap
test,85,3,ang,hap
test,85,5,ang,hap
test,86,0,neu,hap
test,86,1,neu,hap
test,86,2,neu,hap
test,86,3,neu,hap
test,86,4,neu,hap
test,86,6,hap,hap
test,87,0,neu,hap
test,87,1,neu,hap
test,88,0,hap,hap
test,88,10,neu,hap
test,88,12,hap,hap
test,88,13,neu,hap
test,88,1,hap,hap
test,88,3,ang,neu
test,88,4,neu,hap
test,88,5,neu,hap
test,88,6,ang,hap
test,88,7,neu,hap
test,88,8,sad,hap
test,88,9,hap,hap
test,89,0,neu,hap
test,89,1,neu,hap
test,8,0,sad,hap
test,8,1,hap,hap
test,8,2,neu,hap
test,8,4,neu,hap
test,8,5,neu,hap
test,8,6,hap,hap
test,90,0,neu,hap
test,90,1,ang,neu
test,90,3,sad,hap
test,90,4,sad,hap
test,90,5,sad,hap
test,91,0,neu,hap
test,92,0,hap,hap
test,92,1,neu,hap
test,92,2,neu,hap
test,92,3,hap,neu
test,92,4,hap,hap
test,93,0,sad,hap
test,93,10,neu,neu
test,93,11,neu,hap
test,93,12,ang,hap
test,93,13,neu,hap
test,93,14,neu,neu
test,93,15,neu,hap
test,93,1,sad,hap
test,93,2,neu,hap
test,93,3,neu,hap
test,93,4,neu,hap
test,93,8,neu,hap
test,93,9,neu,hap
test,94,1,neu,hap
test,94,2,neu,hap
test,95,10,neu,hap
test,95,12,hap,neu
test,95,13,hap,hap
test,95,14,hap,hap
test,95,15,hap,hap
test,95,16,neu,hap
test,95,18,neu,hap
test,95,19,hap,hap
test,95,1,hap,hap
test,95,3,neu,neu
test,95,5,ang,hap
test,95,6,neu,neu
test,95,7,hap,hap
test,95,8,hap,hap
test,95,9,ang,hap
test,96,0,neu,hap
test,96,10,neu,hap
test,96,11,neu,hap
test,96,13,neu,hap
test,96,15,neu,hap
test,96,16,neu,neu
test,96,17,neu,hap
test,96,18,neu,hap
test,96,19,neu,hap
test,96,1,neu,neu
test,96,20,neu,hap
test,96,2,hap,hap
test,96,4,hap,hap
test,96,5,neu,hap
test,96,6,ang,neu
test,96,8,neu,hap
test,96,9,ang,hap
test,97,0,hap,hap
test,97,10,neu,hap
test,97,11,hap,neu
test,97,1,hap,hap
test,97,2,neu,hap
test,97,3,neu,hap
test,97,4,neu,hap
test,97,5,neu,hap
test,97,6,neu,hap
test,97,7,neu,hap
test,97,9,neu,hap
test,98,10,neu,hap
test,98,11,neu,hap
test,98,1,ang,hap
test,98,3,ang,hap
test,98,4,ang,hap
test,98,5,ang,hap
test,98,6,ang,hap
test,98,7,ang,hap
test,98,8,ang,hap
test,98,9,neu,neu
test,99,0,neu,neu
test,99,1,neu,hap
test,99,2,neu,neu
test,99,3,neu,hap
test,99,4,neu,hap
test,99,5,neu,hap
test,99,6,neu,hap
test,99,7,neu,hap
test,99,8,neu,neu
test,9,10,neu,hap
test,9,11,sad,hap
test,9,12,neu,hap
test,9,13,ang,hap
test,9,14,neu,hap
test,9,15,hap,hap
test,9,16,neu,hap
test,9,17,neu,hap
test,9,1,neu,hap
test,9,2,sad,hap
test,9,5,neu,hap
test,9,7,ang,hap
test,9,8,sad,hap
test,9,9,sad,hap
test,100,10,sad,neu
test,100,11,neu,hap
test,100,16,neu,hap
test,100,17,neu,neu
test,100,1,neu,neu
test,100,5,sad,neu
test,100,6,sad,hap
test,100,7,neu,neu
test,101,0,hap,hap
test,101,2,sad,hap
test,102,7,sad,hap
test,103,0,hap,neu
test,12,11,hap,hap
test,12,13,neu,hap
test,12,3,ang,hap
test,14,1,hap,hap
test,14,2,hap,neu
test,14,6,hap,hap
test,15,3,neu,neu
test,17,20,neu,hap
test,1,0,neu,neu
test,1,6,hap,neu
test,22,0,hap,hap
test,22,13,hap,hap
test,22,15,hap,hap
test,22,20,neu,hap
test,24,0,neu,neu
test,25,14,neu,hap
test,25,2,sad,neu
test,25,3,neu,hap
test,27,0,hap,hap
test,28,0,neu,hap
test,28,3,sad,neu
test,28,5,neu,neu
test,28,8,neu,hap
test,29,8,neu,hap
test,2,6,ang,hap
test,2,9,neu,hap
test,32,2,neu,hap
test,33,7,neu,hap
test,35,0,neu,hap
test,44,0,neu,hap
test,46,0,hap,hap
test,46,2,hap,hap
test,47,3,neu,hap
test,47,8,neu,hap
test,47,9,neu,neu
test,48,3,hap,neu
test,48,5,hap,hap
test,49,0,hap,neu
test,49,8,neu,neu
test,49,9,hap,hap
test,4,1,neu,neu
test,51,0,hap,neu
test,52,5,neu,neu
test,54,10,sad,hap
test,56,3,neu,hap
test,58,0,hap,neu
test,58,11,neu,hap
test,58,6,neu,neu
test,5,1,neu,neu
test,5,3,neu,neu
test,60,2,hap,hap
test,63,0,neu,hap
test,64,4,ang,hap
test,65,7,neu,neu
test,66,3,neu,neu
test,68,12,hap,hap
test,69,1,ang,hap
test,70,12,ang,hap
test,70,1,neu,hap
test,70,3,neu,hap
test,70,6,neu,hap
test,71,1,neu,neu
test,71,4,hap,hap
test,72,0,neu,hap
test,72,10,ang,hap
test,72,12,neu,hap
test,72,1,hap,hap
test,72,2,ang,hap
test,72,3,ang,hap
test,72,6,ang,hap
test,72,7,ang,hap
test,73,4,neu,hap
test,76,3,neu,neu
test,76,5,neu,hap
test,78,4,neu,hap
test,79,0,neu,hap
test,80,0,ang,hap
test,80,7,ang,hap
test,83,2,neu,hap
test,86,0,neu,hap
test,88,4,neu,hap
test,88,8,sad,neu
test,8,2,neu,hap
test,93,13,neu,hap
test,93,4,neu,hap
test,93,8,neu,hap
test,93,9,neu,hap
test,95,10,neu,neu
test,95,14,hap,neu
test,95,1,hap,hap
test,95,5,ang,hap
test,96,0,neu,neu
test,96,5,neu,hap
test,97,4,neu,hap
test,98,3,ang,hap
test,98,6,ang,hap
test,98,8,ang,hap
dev,0,0,sad,hap
dev,100,0,neu,hap
dev,101,0,sad,hap
dev,102,0,neu,hap
dev,102,1,neu,hap
dev,103,0,neu,hap
dev,103,1,sad,hap
dev,103,2,hap,hap
dev,103,3,neu,hap
dev,103,4,hap,hap
dev,104,0,hap,hap
dev,104,1,sad,hap
dev,105,0,neu,neu
dev,105,1,neu,neu
dev,106,0,neu,hap
dev,106,1,neu,hap
dev,106,2,neu,hap
dev,106,3,neu,hap
dev,106,4,hap,neu
dev,106,5,neu,hap
dev,107,0,neu,hap
dev,107,1,neu,hap
dev,108,3,ang,hap
dev,108,4,ang,hap
dev,108,5,ang,hap
dev,108,6,ang,hap
dev,109,0,neu,hap
dev,109,1,hap,hap
dev,109,3,sad,hap
dev,109,4,ang,neu
dev,109,5,neu,neu
dev,109,6,neu,hap
dev,109,7,neu,hap
dev,10,0,neu,neu
dev,10,1,neu,neu
dev,10,3,hap,hap
dev,10,4,ang,hap
dev,10,5,ang,hap
dev,110,0,neu,hap
dev,110,1,neu,neu
dev,110,2,neu,hap
dev,110,3,neu,hap
dev,110,4,neu,hap
dev,110,5,hap,hap
dev,111,0,ang,neu
dev,111,1,neu,hap
dev,111,2,neu,neu
dev,112,0,ang,hap
dev,112,1,sad,hap
dev,112,2,neu,hap
dev,112,3,sad,hap
dev,112,4,neu,hap
dev,113,0,neu,hap
dev,113,10,sad,hap
dev,113,1,sad,hap
dev,113,2,neu,neu
dev,113,3,sad,neu
dev,113,4,neu,hap
dev,113,5,neu,hap
dev,113,7,neu,hap
dev,113,8,sad,hap
dev,113,9,sad,hap
dev,11,0,neu,hap
dev,11,1,neu,hap
dev,11,2,neu,neu
dev,11,4,ang,neu
dev,11,6,neu,neu
dev,11,8,ang,hap
dev,11,9,neu,hap
dev,12,0,neu,hap
dev,12,1,neu,hap
dev,12,2,neu,hap
dev,12,4,sad,hap
dev,13,0,neu,hap
dev,13,1,ang,hap
dev,13,2,hap,hap
dev,13,3,hap,hap
dev,14,0,hap,neu
dev,14,1,neu,hap
dev,14,2,neu,hap
dev,14,3,neu,neu
dev,14,4,ang,neu
dev,14,5,sad,hap
dev,15,0,hap,hap
dev,15,1,hap,neu
dev,15,3,neu,neu
dev,15,5,neu,hap
dev,16,0,neu,neu
dev,16,1,sad,hap
dev,16,3,hap,hap
dev,16,4,ang,neu
dev,16,5,neu,neu
dev,17,0,ang,hap
dev,17,1,ang,hap
dev,17,2,ang,hap
dev,17,3,ang,hap
dev,17,4,ang,neu
dev,18,0,neu,hap
dev,18,10,ang,hap
dev,18,1,neu,neu
dev,18,2,neu,neu
dev,18,3,neu,hap
dev,18,9,neu,hap
dev,19,0,neu,hap
dev,19,1,ang,neu
dev,1,0,neu,neu
dev,1,1,hap,neu
dev,1,2,sad,hap
dev,1,3,neu,hap
dev,1,4,neu,neu
dev,1,5,hap,neu
dev,1,8,neu,hap
dev,20,0,neu,hap
dev,20,1,neu,hap
dev,20,2,hap,hap
dev,20,3,neu,hap
dev,21,0,neu,hap
dev,21,1,neu,hap
dev,21,2,neu,hap
dev,21,3,neu,hap
dev,21,4,neu,hap
dev,21,5,neu,hap
dev,22,0,neu,hap
dev,22,1,neu,hap
dev,22,2,neu,hap
dev,23,0,neu,hap
dev,23,1,sad,hap
dev,23,2,sad,hap
dev,23,4,sad,hap
dev,23,7,sad,hap
dev,23,8,neu,hap
dev,24,0,neu,hap
dev,24,1,neu,hap
dev,24,2,sad,hap
dev,24,3,neu,hap
dev,24,4,hap,hap
dev,24,5,neu,hap
dev,24,6,neu,hap
dev,24,7,ang,hap
dev,25,0,ang,neu
dev,25,2,ang,hap
dev,25,3,ang,neu
dev,25,4,sad,hap
dev,25,5,ang,hap
dev,26,0,neu,hap
dev,26,10,sad,hap
dev,26,11,sad,hap
dev,26,12,ang,hap
dev,26,13,ang,hap
dev,26,3,neu,hap
dev,26,4,neu,hap
dev,26,5,neu,hap
dev,26,7,sad,hap
dev,26,8,ang,hap
dev,26,9,sad,hap
dev,27,1,neu,hap
dev,28,0,neu,hap
dev,28,1,sad,hap
dev,28,2,hap,hap
dev,28,3,neu,hap
dev,28,4,neu,hap
dev,28,5,sad,hap
dev,28,6,sad,hap
dev,28,7,hap,hap
dev,29,0,ang,hap
dev,29,10,hap,hap
dev,29,1,neu,hap
dev,29,2,sad,hap
dev,29,3,sad,neu
dev,29,4,neu,hap
dev,29,6,neu,hap
dev,29,7,neu,hap
dev,29,8,ang,hap
dev,29,9,ang,hap
dev,2,0,neu,hap
dev,2,4,hap,neu
dev,2,5,neu,neu
dev,30,10,hap,hap
dev,30,11,neu,hap
dev,30,12,neu,neu
dev,30,13,ang,neu
dev,30,14,ang,hap
