Sentence,Emotion,Emotion_Guess
filtered_Ses03F_script01_3_F008_l2600_h4250.wav,sad,hap
filtered_Ses03F_script01_3_F011_l2600_h4250.wav,hap,hap
filtered_Ses03F_script01_3_F012_l2600_h4250.wav,hap,hap
filtered_Ses03F_script01_3_F013_l2600_h4250.wav,hap,hap
filtered_Ses03F_script01_3_F014_l2600_h4250.wav,hap,hap
filtered_Ses03F_script01_3_F018_l2600_h4250.wav,hap,hap
filtered_Ses03F_script01_3_F021_l2600_h4250.wav,hap,hap
filtered_Ses03F_script01_3_F023_l2600_h4250.wav,hap,hap
filtered_Ses03F_script01_3_F025_l2600_h4250.wav,sad,hap
filtered_Ses03F_script01_3_F026_l2600_h4250.wav,sad,hap
filtered_Ses03F_script01_3_F027_l2600_h4250.wav,sad,neu
filtered_Ses03F_script01_3_F028_l2600_h4250.wav,sad,hap
filtered_Ses03F_script01_3_F029_l2600_h4250.wav,sad,neu
filtered_Ses03F_script01_3_F030_l2600_h4250.wav,sad,neu
filtered_Ses03F_script01_3_F031_l2600_h4250.wav,sad,hap
filtered_Ses03F_script01_3_F032_l2600_h4250.wav,sad,neu
filtered_Ses03F_script01_3_F033_l2600_h4250.wav,sad,hap
filtered_Ses03F_script01_3_F035_l2600_h4250.wav,hap,hap
filtered_Ses03F_script01_3_M000_l2600_h4250.wav,hap,neu
filtered_Ses03F_script01_3_M001_l2600_h4250.wav,neu,hap
filtered_Ses03F_script01_3_M003_l2600_h4250.wav,neu,neu
filtered_Ses03F_script01_3_M004_l2600_h4250.wav,neu,neu
filtered_Ses03F_script01_3_M006_l2600_h4250.wav,hap,hap
filtered_Ses03F_script01_3_M009_l2600_h4250.wav,hap,hap
filtered_Ses03F_script01_3_M010_l2600_h4250.wav,hap,hap
filtered_Ses03F_script01_3_M011_l2600_h4250.wav,hap,hap
filtered_Ses03F_script01_3_M012_l2600_h4250.wav,hap,hap
filtered_Ses03F_script01_3_M013_l2600_h4250.wav,hap,hap
filtered_Ses03F_script01_3_M014_l2600_h4250.wav,hap,neu
filtered_Ses03F_script01_3_M015_l2600_h4250.wav,hap,hap
filtered_Ses03F_script01_3_M018_l2600_h4250.wav,hap,neu
filtered_Ses03F_script01_3_M019_l2600_h4250.wav,hap,neu
filtered_Ses03F_script01_3_M020_l2600_h4250.wav,hap,neu
filtered_Ses03F_script01_3_M021_l2600_h4250.wav,hap,neu
filtered_Ses03F_script01_3_M023_l2600_h4250.wav,hap,neu
filtered_Ses03F_script01_3_M024_l2600_h4250.wav,hap,hap
filtered_Ses03F_script01_3_M025_l2600_h4250.wav,sad,hap
filtered_Ses03F_script01_3_M026_l2600_h4250.wav,neu,neu
filtered_Ses03F_script01_3_M027_l2600_h4250.wav,sad,hap
filtered_Ses03F_script01_3_M028_l2600_h4250.wav,sad,hap
filtered_Ses03F_script01_3_M029_l2600_h4250.wav,sad,neu
filtered_Ses03F_script01_3_M030_l2600_h4250.wav,sad,hap
filtered_Ses03F_script01_3_M031_l2600_h4250.wav,sad,neu
filtered_Ses03F_script01_3_M032_l2600_h4250.wav,sad,neu
filtered_Ses03F_script01_3_M033_l2600_h4250.wav,sad,neu
filtered_Ses03F_script01_3_M034_l2600_h4250.wav,sad,hap
filtered_Ses03F_script01_3_M035_l2600_h4250.wav,sad,neu
filtered_Ses03F_script01_3_M036_l2600_h4250.wav,sad,neu
filtered_Ses03F_script01_3_M037_l2600_h4250.wav,sad,hap
filtered_Ses03F_script01_3_M038_l2600_h4250.wav,sad,neu
filtered_Ses03F_script01_3_M039_l2600_h4250.wav,sad,hap
filtered_Ses03F_script01_3_M040_l2600_h4250.wav,sad,hap
filtered_Ses03F_script01_3_M041_l2600_h4250.wav,sad,neu
filtered_Ses03F_script01_3_M042_l2600_h4250.wav,sad,hap
filtered_Ses03F_script01_3_M043_l2600_h4250.wav,sad,neu
filtered_Ses03F_script01_3_M045_l2600_h4250.wav,hap,neu
filtered_Ses03F_script01_3_M046_l2600_h4250.wav,hap,hap
filtered_Ses03F_script02_1_F000_l2600_h4250.wav,sad,neu
filtered_Ses03F_script02_1_F003_l2600_h4250.wav,ang,hap
filtered_Ses03F_script02_1_F010_l2600_h4250.wav,sad,neu
filtered_Ses03F_script02_1_F011_l2600_h4250.wav,sad,hap
filtered_Ses03F_script02_1_F012_l2600_h4250.wav,ang,hap
filtered_Ses03F_script02_1_M017_l2600_h4250.wav,neu,hap
filtered_Ses03F_script02_1_M019_l2600_h4250.wav,neu,hap
filtered_Ses03F_script02_1_M020_l2600_h4250.wav,neu,hap
filtered_Ses03F_script02_1_M022_l2600_h4250.wav,neu,hap
filtered_Ses03F_script02_1_M023_l2600_h4250.wav,neu,neu
filtered_Ses03F_script02_1_M044_l2600_h4250.wav,neu,neu
filtered_Ses03F_script02_2_F000_l2600_h4250.wav,neu,neu
filtered_Ses03F_script02_2_F005_l2600_h4250.wav,ang,hap
filtered_Ses03F_script02_2_F012_l2600_h4250.wav,ang,hap
filtered_Ses03F_script02_2_F016_l2600_h4250.wav,sad,hap
filtered_Ses03F_script02_2_F017_l2600_h4250.wav,sad,neu
filtered_Ses03F_script02_2_F018_l2600_h4250.wav,sad,hap
filtered_Ses03F_script02_2_F019_l2600_h4250.wav,hap,hap
filtered_Ses03F_script02_2_F020_l2600_h4250.wav,hap,hap
filtered_Ses03F_script02_2_F021_l2600_h4250.wav,hap,hap
filtered_Ses03F_script02_2_F022_l2600_h4250.wav,sad,hap
filtered_Ses03F_script02_2_F023_l2600_h4250.wav,hap,hap
filtered_Ses03F_script02_2_F024_l2600_h4250.wav,sad,hap
filtered_Ses03F_script02_2_F025_l2600_h4250.wav,sad,neu
filtered_Ses03F_script02_2_F026_l2600_h4250.wav,sad,neu
filtered_Ses03F_script02_2_F027_l2600_h4250.wav,sad,neu
filtered_Ses03F_script02_2_F028_l2600_h4250.wav,sad,neu
filtered_Ses03F_script02_2_F031_l2600_h4250.wav,ang,hap
filtered_Ses03F_script02_2_F035_l2600_h4250.wav,ang,hap
filtered_Ses03F_script02_2_F036_l2600_h4250.wav,sad,hap
filtered_Ses03F_script02_2_F038_l2600_h4250.wav,sad,hap
filtered_Ses03F_script02_2_F039_l2600_h4250.wav,sad,hap
filtered_Ses03F_script02_2_F040_l2600_h4250.wav,sad,hap
filtered_Ses03F_script02_2_F043_l2600_h4250.wav,hap,neu
filtered_Ses03F_script02_2_F044_l2600_h4250.wav,hap,neu
filtered_Ses03F_script02_2_F045_l2600_h4250.wav,hap,hap
filtered_Ses03F_script02_2_F048_l2600_h4250.wav,hap,hap
filtered_Ses03F_script02_2_F050_l2600_h4250.wav,hap,neu
filtered_Ses03F_script02_2_F051_l2600_h4250.wav,sad,hap
filtered_Ses03F_script02_2_M001_l2600_h4250.wav,neu,hap
filtered_Ses03F_script02_2_M005_l2600_h4250.wav,neu,neu
filtered_Ses03F_script02_2_M008_l2600_h4250.wav,neu,hap
filtered_Ses03F_script02_2_M016_l2600_h4250.wav,neu,neu
filtered_Ses03F_script02_2_M026_l2600_h4250.wav,ang,hap
filtered_Ses03F_script02_2_M038_l2600_h4250.wav,hap,neu
filtered_Ses03F_script02_2_M039_l2600_h4250.wav,hap,neu
filtered_Ses03F_script02_2_M040_l2600_h4250.wav,hap,neu
filtered_Ses03F_script02_2_M041_l2600_h4250.wav,hap,hap
filtered_Ses03F_script02_2_M042_l2600_h4250.wav,neu,neu
filtered_Ses03F_script02_2_M043_l2600_h4250.wav,neu,hap
filtered_Ses03F_script02_2_M044_l2600_h4250.wav,hap,neu
filtered_Ses03F_script02_2_M045_l2600_h4250.wav,hap,neu
filtered_Ses03F_script03_1_F000_l2600_h4250.wav,neu,neu
filtered_Ses03F_script03_1_F001_l2600_h4250.wav,neu,hap
filtered_Ses03F_script03_1_F014_l2600_h4250.wav,sad,hap
filtered_Ses03F_script03_1_F015_l2600_h4250.wav,sad,hap
filtered_Ses03F_script03_1_F021_l2600_h4250.wav,hap,hap
filtered_Ses03F_script03_1_F025_l2600_h4250.wav,hap,hap
filtered_Ses03F_script03_1_F026_l2600_h4250.wav,hap,hap
filtered_Ses03F_script03_1_M004_l2600_h4250.wav,neu,hap
filtered_Ses03F_script03_1_M005_l2600_h4250.wav,neu,hap
filtered_Ses03F_script03_2_F004_l2600_h4250.wav,neu,hap
filtered_Ses03F_script03_2_F008_l2600_h4250.wav,neu,neu
filtered_Ses03F_script03_2_F013_l2600_h4250.wav,neu,hap
filtered_Ses03F_script03_2_F014_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_F015_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_F017_l2600_h4250.wav,neu,hap
filtered_Ses03F_script03_2_F018_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_F023_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_F026_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_F035_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_F037_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_F038_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_F039_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_F040_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_F041_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_F042_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_F043_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M000_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M001_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M002_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M005_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M007_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M008_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M009_l2600_h4250.wav,neu,hap
filtered_Ses03F_script03_2_M010_l2600_h4250.wav,neu,hap
filtered_Ses03F_script03_2_M011_l2600_h4250.wav,neu,hap
filtered_Ses03F_script03_2_M012_l2600_h4250.wav,neu,hap
filtered_Ses03F_script03_2_M014_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M015_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M016_l2600_h4250.wav,ang,neu
filtered_Ses03F_script03_2_M017_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M020_l2600_h4250.wav,ang,neu
filtered_Ses03F_script03_2_M024_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M026_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M027_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M028_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M029_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M030_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M034_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M035_l2600_h4250.wav,neu,hap
filtered_Ses03F_script03_2_M038_l2600_h4250.wav,ang,neu
filtered_Ses03F_script03_2_M039_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M040_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M041_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M042_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M043_l2600_h4250.wav,ang,hap
filtered_Ses03F_script03_2_M044_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro01_F000_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro01_F003_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro01_F022_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro01_F025_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro01_M004_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro01_M011_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro01_M012_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro01_M014_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro01_M015_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro01_M017_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro01_M019_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro01_M023_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro01_M028_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro01_M029_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro02_F000_l2600_h4250.wav,hap,neu
filtered_Ses03M_impro02_F003_l2600_h4250.wav,hap,neu
filtered_Ses03M_impro02_F013_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro02_F014_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro02_F015_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro02_F016_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro02_F017_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro02_F022_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro02_F023_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro02_F024_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro02_F025_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro02_F026_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro02_F027_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro02_F028_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro02_F029_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro02_F030_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro02_F031_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro02_F032_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro02_F033_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro02_F034_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro02_M000_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro02_M001_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro02_M002_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro02_M003_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro02_M004_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro02_M005_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro02_M006_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro02_M011_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro02_M012_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro02_M013_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro02_M015_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro02_M016_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro02_M019_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro02_M024_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro02_M025_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro02_M026_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro02_M027_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro02_M028_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro02_M029_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro02_M030_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro02_M031_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro03_F012_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_F015_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro03_F016_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_F017_l2600_h4250.wav,hap,neu
filtered_Ses03M_impro03_F018_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro03_F021_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_F022_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_F025_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_F026_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_F027_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_F033_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_F036_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro03_M012_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_M014_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_M015_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_M016_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_M017_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_M018_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_M019_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_M020_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_M021_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_M028_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro03_M029_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_M030_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_M031_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_M032_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro03_M033_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro03_M038_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro03_M039_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro04_F001_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro04_F003_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro04_F004_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro04_F007_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro04_F008_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro04_F014_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro04_F015_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro04_F023_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro04_F025_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro04_F029_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro04_F030_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro04_F031_l2600_h4250.wav,neu,neu
filtered_Ses03M_impro04_F032_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro04_M000_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro04_M004_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro04_M008_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro04_M014_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro04_M024_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro04_M026_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro04_M030_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro04_M031_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro04_M038_l2600_h4250.wav,neu,neu
filtered_Ses03M_impro04_M041_l2600_h4250.wav,hap,hap
filtered_Ses03M_impro05a_F000_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05a_F001_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05a_F002_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05a_F005_l2600_h4250.wav,neu,neu
filtered_Ses03M_impro05a_F007_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05a_F008_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05a_F009_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05a_F011_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05a_F012_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05a_F014_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05a_F016_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05a_F018_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_F021_l2600_h4250.wav,neu,neu
filtered_Ses03M_impro05a_F023_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05a_F024_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05a_F025_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05a_F028_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M000_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M001_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M002_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M003_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M004_l2600_h4250.wav,ang,neu
filtered_Ses03M_impro05a_M005_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M006_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M007_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M010_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M011_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M012_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M013_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M014_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M016_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M017_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M018_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M020_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M021_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M022_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M023_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M024_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M025_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M026_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M027_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M028_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05a_M029_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05b_F000_l2600_h4250.wav,neu,neu
filtered_Ses03M_impro05b_F001_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F002_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F003_l2600_h4250.wav,neu,neu
filtered_Ses03M_impro05b_F004_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F005_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F006_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F007_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F008_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F009_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F010_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F011_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F012_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F013_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F014_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F015_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F016_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F018_l2600_h4250.wav,neu,neu
filtered_Ses03M_impro05b_F019_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F020_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F021_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F022_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F023_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F027_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F028_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_F029_l2600_h4250.wav,neu,neu
filtered_Ses03M_impro05b_F030_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_M008_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05b_M011_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05b_M013_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05b_M014_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05b_M015_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05b_M016_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05b_M019_l2600_h4250.wav,neu,hap
filtered_Ses03M_impro05b_M020_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05b_M021_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05b_M022_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05b_M023_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05b_M024_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05b_M025_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05b_M026_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05b_M027_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05b_M029_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05b_M031_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05b_M032_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro05b_M033_l2600_h4250.wav,ang,hap
filtered_Ses03M_impro06_F000_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_F001_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_F002_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_F003_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_F004_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_F005_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_F007_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_F008_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_F009_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_F010_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro06_F011_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_F012_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_F013_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro06_F014_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_F015_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_F016_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_F017_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_F018_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_F019_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_F020_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_M000_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_M001_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_M002_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_M003_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_M004_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_M005_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_M006_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_M007_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_M008_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_M009_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_M010_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_M011_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro06_M012_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_M013_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_M014_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_M015_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_M016_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_M017_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_M018_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_M019_l2600_h4250.wav,sad,hap
filtered_Ses03M_impro06_M020_l2600_h4250.wav,sad,neu
filtered_Ses03M_impro06_M021_l2600_h4250.wav,sad,neu
